Loan_id,Customer_id,Current Loan Amount,Term,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt
LN-1000252,54XFEZH0RK,328218.0,Short Term,1301139.0,10+ years,Rent,Debt Consolidation,22878.28
LN-1000253,Y3CELVOZBH,550286.0,Short Term,1501760.0,9 years,Home Mortgage,Home Improvements,10024.21
LN-1000254,840DXGGMYC,397694.0,Long Term,1190692.0,2 years,Rent,other,13593.74
LN-1000255,JXZSSEBU9S,21626.0,Short Term,854221.0,5 years,Home Mortgage,other,6428.08
LN-1000256,MFGZGJ4UC7,89276.0,Short Term,1002326.0,2 years,Home Mortgage,Medical Bills,6323.01
LN-1000257,13DVZZP1QT,321882.0,Short Term,1418312.0,10+ years,Own Home,Debt Consolidation,36284.87
LN-1000258,3ZWIO0SPD4,463628.0,Long Term,1830384.0,7 years,Home Mortgage,Debt Consolidation,19524.02
LN-1000259,Q811OIHOIR,,,,,,,
LN-1000260,LHJAZ5Q0NJ,224444.0,Short Term,969190.0,5 years,Rent,Debt Consolidation,15103.29
LN-1000261,2BHL1TNAU4,198616.0,Short Term,1183396.0,6 years,Own Home,Debt Consolidation,26034.75
LN-1000262,T1ZRRPQ02C,112354.0,Short Term,1261315.0,3 years,Rent,Medical Bills,3121.89
LN-1000263,ZSX2DC9QXQ,336182.0,Short Term,1219382.0,4 years,Home Mortgage,Debt Consolidation,31907.27
LN-1000264,LQZ8ET92I5,69586.0,Short Term,1089118.0,2 years,Home Mortgage,Debt Consolidation,11889.63
LN-1000265,JRW7ZH0V0V,,,,,,,
LN-1000266,0GLR47ZF4X,763686.0,Long Term,2581663.0,3 years,Rent,Debt Consolidation,46469.82
LN-1000267,TCI2UTZ0XK,447304.0,Short Term,1854286.0,10+ years,Home Mortgage,Debt Consolidation,35385.79
LN-1000268,52ZX4NFXYW,107800.0,Short Term,949620.0,10+ years,Rent,major_purchase,1210.87
LN-1000269,5ZIFLAP3W5,99999999.0,Short Term,789355.0,2 years,Rent,Debt Consolidation,11182.64
LN-1000270,51NE4QXX5P,,,,,,,
LN-1000271,15TS2FUUWY,218636.0,S,,10+ years,Rent,Debt Consolidation,5377.95
LN-1000272,42GLVP99NR,438592.0,Short Term,2272704.0,3 years,Home Mortgage,Debt Consolidation,18655.15
LN-1000273,NFW48OIKQQ,785642.0,Short Term,1822252.0,10+ years,Home Mortgage,Debt Consolidation,20804.24
LN-1000274,AYOTYVS0IJ,221914.0,Short Term,,1 year,Rent,Debt Consolidation,41117.71
LN-1000275,DSV8AGYSB2,133694.0,Short Term,,3 years,Rent,Other,6741.2
LN-1000276,905IHTRIRL,142010.0,Short Term,,2 years,Rent,Buy a Car,5280.29
LN-1000277,2TFO8W0YH7,212652.0,Short Term,530575.0,< 1 year,Home Mortgage,Debt Consolidation,6543.79
LN-1000278,XZTSZOVF35,177716.0,Short Term,805828.0,,Rent,Debt Consolidation,9266.87
LN-1000279,QQRGVMH3OX,224730.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,19020.33
LN-1000280,HJPHLKM3AW,237182.0,Long Term,578379.0,10+ years,Rent,Debt Consolidation,7229.69
LN-1000281,55UF3RKQGM,90156.0,Short Term,1459770.0,7 years,Home Mortgage,Home Improvements,10352.34
LN-1000282,8NRZKDQF1X,128876.0,Short Term,890473.0,2 years,Home Mortgage,Medical Bills,18477.31
LN-1000283,JWZBELWV2J,326304.0,Short Term,,10+ years,Rent,Debt Consolidation,7233.11
LN-1000284,2MET04JTEC,93962.0,Short Term,450300.0,7 years,Home Mortgage,Debt Consolidation,6229.15
LN-1000285,5WYWVWYDAG,351626.0,Long Term,1322419.0,4 years,Home Mortgage,Debt Consolidation,18073.18
LN-1000286,4OAWXZQK0X,347050.0,Long Term,887984.0,5 years,Home Mortgage,Debt Consolidation,17389.94
LN-1000287,BE5CQPO994,121418.0,Short Term,371184.0,3 years,Own Home,Debt Consolidation,8753.87
LN-1000288,6F6M218ACJ,661320.0,Long Term,1523040.0,7 years,Rent,Debt Consolidation,17134.2
LN-1000289,5CJ9QECDMJ,316646.0,Long Term,1131564.0,4 years,Rent,Debt Consolidation,15181.76
LN-1000290,LLYY9L8TAY,64460.0,Short Term,927960.0,10+ years,Home Mortgage,other,15311.34
LN-1000291,8P3QBNN6BJ,396242.0,Short Term,1140684.0,3 years,Rent,Debt Consolidation,16825.07
LN-1000292,N0E4R5BJRY,218724.0,Short Term,,< 1 year,HaveMortgage,Take a Trip,4967.36
LN-1000293,RFO4YKAHWK,246664.0,Long Term,1514015.0,10+ years,Home Mortgage,Debt Consolidation,39490.55
LN-1000294,D78QXF07O9,307934.0,Short Term,2374525.0,< 1 year,Home Mortgage,Debt Consolidation,31660.46
LN-1000295,HMPHAT7WAH,173294.0,Short Term,906433.0,5 years,Home Mortgage,Home Improvements,9593.1
LN-1000296,HBJFYF13I5,182490.0,Short Term,469072.0,7 years,Home Mortgage,Debt Consolidation,6801.43
LN-1000297,KZADSZBRJV,495858.0,Long Term,932995.0,10+ years,Rent,Debt Consolidation,14616.89
LN-1000298,727RLHZE4J,439912.0,Short Term,2374525.0,10+ years,Home Mortgage,Home Improvements,26911.41
LN-1000299,WTZ8DFT8MM,178442.0,Short Term,,1 year,Home Mortgage,Debt Consolidation,27271.65
LN-1000300,5YK6GE44YM,99999999.0,Short Term,537206.0,3 years,Rent,Buy a Car,5640.72
LN-1000301,89QGCX0FOU,665962.0,Long Term,1508600.0,10+ years,Home Mortgage,Debt Consolidation,29291.92
LN-1000302,YPWBT3IABB,551210.0,Short Term,,9 years,Home Mortgage,Debt Consolidation,28054.83
LN-1000303,9SPLKR5R6N,30954.0,Short Term,954845.0,10+ years,Rent,other,18380.79
LN-1000304,FHMP8CJB0T,205502.0,Short Term,525882.0,1 year,Own Home,Debt Consolidation,14067.41
LN-1000305,ZKAFCHOYVA,673134.0,Long Term,,10+ years,Home Mortgage,small_business,22817.67
LN-1000306,C9S7VKW8HW,437976.0,Short Term,,9 years,Rent,Debt Consolidation,21888.19
LN-1000307,2ZLEUSHJ33,263208.0,Short Term,1894300.0,10+ years,Home Mortgage,Debt Consolidation,12897.01
LN-1000308,QBCE6BFRL1,329208.0,Short Term,1781706.0,3 years,Home Mortgage,Debt Consolidation,30140.65
LN-1000309,VMQE9M5CAC,259864.0,Long Term,785479.0,3 years,Rent,Debt Consolidation,17345.86
LN-1000310,17O8SXB95R,99999999.0,Short Term,1216361.0,10+ years,Own Home,Debt Consolidation,23110.84
LN-1000311,6TWH2C71ZD,539110.0,Long Term,1583023.0,3 years,Rent,Debt Consolidation,12413.46
LN-1000312,KKPNV9YT70,99999999.0,Short Term,1607286.0,3 years,Home Mortgage,Debt Consolidation,23305.59
LN-1000313,SA278EIA4F,334070.0,Short Term,,< 1 year,Own Home,Home Improvements,5861.5
LN-1000314,T7MCK1CBOQ,681780.0,Short Term,4112284.0,6 years,Home Mortgage,Debt Consolidation,60313.6
LN-1000315,4FAIQBKVKV,186054.0,Short Term,,5 years,Home Mortgage,Debt Consolidation,30200.12
LN-1000316,243XTEPMEW,547756.0,Short Term,1129607.0,5 years,Home Mortgage,Home Improvements,18544.19
LN-1000317,FETZ4NM5VQ,334268.0,Short Term,,9 years,Home Mortgage,Debt Consolidation,19181.07
LN-1000318,Y4PE7C3YQO,520124.0,Short Term,1123014.0,7 years,Own Home,other,8731.45
LN-1000319,RRDPZAHB04,502414.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,24892.47
LN-1000320,UGITR8Q6ZU,222728.0,Long Term,,,Home Mortgage,Debt Consolidation,10098.69
LN-1000321,Q027CB12FM,200596.0,Short Term,949240.0,5 years,Rent,Debt Consolidation,21990.6
LN-1000322,BCG5F1KBMR,270028.0,Short Term,,3 years,Home Mortgage,Debt Consolidation,17509.26
LN-1000323,PZ244X6WOU,173844.0,Short Term,769500.0,10+ years,Home Mortgage,Debt Consolidation,9362.06
LN-1000324,EL5MFOJB3O,430254.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,12569.26
LN-1000325,1EBHDSTNYD,472714.0,Short Term,1670157.0,< 1 year,Home Mortgage,Home Improvements,25330.8
LN-1000326,4PWQPCVTQY,111276.0,Short Term,999362.0,10+ years,Home Mortgage,Debt Consolidation,21319.71
LN-1000327,DBVMPAYOCI,204402.0,Short Term,629755.0,2 years,Rent,Debt Consolidation,12122.95
LN-1000328,5HO37BEO6V,223036.0,Short Term,1112393.0,9 years,Home Mortgage,Debt Consolidation,13904.96
LN-1000329,OGIYCI05LW,260546.0,Short Term,4312753.0,10+ years,Home Mortgage,Home Improvements,20808.99
LN-1000330,YB7RR7SK8G,259798.0,S,,10+ years,Rent,Debt Consolidation,15698.37
LN-1000331,VAHBV7WUVS,401918.0,Short Term,1344782.0,7 years,Rent,Business Loan,21404.45
LN-1000332,477G6SF1WG,110000.0,Short Term,1235000.0,7 years,HaveMortgage,Take a Trip,10054.99
LN-1000333,JPH55ZHUDJ,113608.0,Short Term,505362.0,3 years,Rent,Debt Consolidation,11581.45
LN-1000334,FV4550ZDRB,99999999.0,Short Term,2287068.0,5 years,Home Mortgage,Home Improvements,23061.25
LN-1000335,CYL3P9R57C,768394.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,29944.19
LN-1000336,MEXLLQTLQH,130724.0,Short Term,1279593.0,2 years,Home Mortgage,Debt Consolidation,11943.02
LN-1000337,DQRW52WKTJ,131626.0,Short Term,637298.0,3 years,Rent,Home Improvements,5682.71
LN-1000338,6GFAQ2ZYGF,178706.0,Short Term,1157556.0,8 years,Home Mortgage,Home Improvements,16302.19
LN-1000339,WZ292FOU9O,257554.0,Short Term,1575594.0,9 years,Rent,Debt Consolidation,14705.43
LN-1000340,LRMBLTQNP8,206844.0,Short Term,822643.0,8 years,Home Mortgage,Debt Consolidation,19469.49
LN-1000341,HMCGHUE76R,66022.0,Short Term,,7 years,Rent,Other,571.33
LN-1000342,0QI6PTKLOS,,,,,,,
LN-1000343,ZJJN9QK1RL,175406.0,Short Term,908903.0,3 years,Home Mortgage,Debt Consolidation,6990.86
LN-1000344,7B1LPVXDVZ,22110.0,Short Term,935199.0,10+ years,Home Mortgage,other,7387.96
LN-1000345,NTSP6TZ2I5,335610.0,Short Term,5709956.0,2 years,Home Mortgage,Debt Consolidation,22316.26
LN-1000346,8K7LFHJ4WP,552750.0,Long Term,1088415.0,10+ years,Home Mortgage,Debt Consolidation,14240.12
LN-1000347,1X2AO1OCVF,358248.0,Short Term,,4 years,Rent,Debt Consolidation,12555.2
LN-1000348,7BO8I5KXFD,133914.0,Short Term,,7 years,Rent,other,28142.23
LN-1000349,70242T76HX,222068.0,Short Term,1198672.0,6 years,Rent,Debt Consolidation,31265.07
LN-1000350,TR0RLCTLDH,361108.0,Short Term,709802.0,7 years,Own Home,Debt Consolidation,18691.25
LN-1000351,IPBA3KY0VD,478390.0,Long Term,1063088.0,< 1 year,Home Mortgage,Debt Consolidation,20818.49
LN-1000352,2BJ2YJCJH4,397540.0,Long Term,1621308.0,9 years,Home Mortgage,Debt Consolidation,39856.87
LN-1000353,FU8IBQ5TLI,220396.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,17130.78
LN-1000354,OFQK2UETC3,99999999.0,Short Term,1957190.0,< 1 year,Home Mortgage,Debt Consolidation,9769.61
LN-1000355,8P0N5QKT8L,377476.0,Short Term,791711.0,,Rent,Debt Consolidation,16164.06
LN-1000356,POGRW87MKP,322146.0,Short Term,1255387.0,5 years,Own Home,Debt Consolidation,13809.2
LN-1000357,QQLJHKDTX6,326546.0,Long Term,658027.0,< 1 year,Rent,Debt Consolidation,7485.05
LN-1000358,XHPVLRUU4W,135278.0,Short Term,584193.0,3 years,Rent,Medical Bills,16454.76
LN-1000359,2DMJSSDE0Z,448668.0,Long Term,1472367.0,1 year,Rent,Debt Consolidation,15435.22
LN-1000360,PG73S2BOYU,297660.0,Long Term,877097.0,7 years,Rent,Debt Consolidation,17396.02
LN-1000361,2D2VP09QL2,698390.0,Long Term,1312254.0,10+ years,Rent,Debt Consolidation,24932.75
LN-1000362,BPPOWFK4V5,90024.0,Short Term,583167.0,10+ years,Rent,Other,4859.82
LN-1000363,NSIPLGEE62,601150.0,Short Term,2781315.0,7 years,Home Mortgage,Debt Consolidation,39170.21
LN-1000364,9ESMRU9K6M,329978.0,Short Term,1747829.0,5 years,Home Mortgage,Debt Consolidation,26363.07
LN-1000365,JA5ZLP0Y6I,108064.0,Short Term,761824.0,,Home Mortgage,Home Improvements,13585.76
LN-1000366,JEETRF9V1B,251878.0,Short Term,1747962.0,10+ years,Rent,Debt Consolidation,27093.43
LN-1000367,0RLNLRDLQT,328746.0,Short Term,1230307.0,3 years,Rent,Debt Consolidation,13840.93
LN-1000368,XBGDETVBMK,220704.0,Short Term,,1 year,Home Mortgage,Debt Consolidation,6914.86
LN-1000369,UK3CMZ7X0Z,753060.0,Long Term,1755315.0,10+ years,Rent,Debt Consolidation,35398.71
LN-1000370,KR6G7QXBRD,465190.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,34515.78
LN-1000371,1L8K1LJ1D6,328922.0,Short Term,,5 years,Rent,Business Loan,13256.11
LN-1000372,2T8QQFM5W3,124366.0,Short Term,1764435.0,< 1 year,Home Mortgage,other,12174.63
LN-1000373,IUBC9AEUPQ,480172.0,Short Term,1215810.0,1 year,Rent,Debt Consolidation,13272.83
LN-1000374,36R638H1C6,155584.0,Short Term,860738.0,10+ years,Home Mortgage,Debt Consolidation,6986.3
LN-1000375,LZ44KJQDP6,173008.0,Long Term,1307390.0,1 year,Rent,Debt Consolidation,26147.8
LN-1000376,6YGAAAFU08,103884.0,Short Term,,1 year,Rent,Debt Consolidation,13481.26
LN-1000377,N3YB5XEL12,124894.0,Short Term,,6 years,Own Home,Debt Consolidation,5150.71
LN-1000378,2X2X8HHZDD,656766.0,Short Term,2268828.0,6 years,Home Mortgage,other,31574.58
LN-1000379,U7DJ9WHTXX,157168.0,Short Term,775580.0,2 years,Home Mortgage,Debt Consolidation,10922.72
LN-1000380,N8TWCP2JIW,341660.0,Long Term,1201446.0,< 1 year,Home Mortgage,Debt Consolidation,18622.66
LN-1000381,NOV09TY4AN,259490.0,Long Term,1689727.0,7 years,Home Mortgage,Debt Consolidation,24641.86
LN-1000382,M2YMY29KLP,418748.0,Short Term,993130.0,1 year,Rent,Debt Consolidation,8218.26
LN-1000383,3VAEXCRSIH,88000.0,Short Term,722000.0,1 year,Rent,Debt Consolidation,16425.5
LN-1000384,9XLGI7XLAS,264902.0,Long Term,653638.0,< 1 year,Home Mortgage,Debt Consolidation,13399.37
LN-1000385,92QLFNGY7N,265694.0,Short Term,,1 year,Rent,Debt Consolidation,12096.92
LN-1000386,7BPW7KHOZJ,479798.0,Short Term,941735.0,10+ years,Home Mortgage,Debt Consolidation,28095.11
LN-1000387,XK0JHS3IH1,107822.0,Short Term,,1 year,Home Mortgage,Debt Consolidation,16683.71
LN-1000388,D79A7U03TV,534534.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,32396.52
LN-1000389,R3ZXXUHNMS,219516.0,Short Term,853119.0,4 years,Rent,Debt Consolidation,13706.79
LN-1000390,7MEKG4L3VL,409574.0,Short Term,3632743.0,8 years,Home Mortgage,Debt Consolidation,64178.58
LN-1000391,EH4F8XBTNL,193952.0,Short Term,812953.0,6 years,Home Mortgage,Debt Consolidation,11381.19
LN-1000392,717SPK3FR2,270006.0,Short Term,913729.0,10+ years,Rent,Other,14771.93
LN-1000393,JBN7W9W215,442838.0,Short Term,1065064.0,4 years,Home Mortgage,Debt Consolidation,4162.71
LN-1000394,PHKNCLIPAR,492778.0,Long Term,1229452.0,6 years,Home Mortgage,Debt Consolidation,26842.82
LN-1000395,RFWNRQ54EV,213950.0,Short Term,,< 1 year,Rent,Debt Consolidation,5251.6
LN-1000396,XLEXIFZG6Q,267432.0,Short Term,2348134.0,3 years,Home Mortgage,Debt Consolidation,30330.08
LN-1000397,EVC7UE5PA9,215996.0,Long Term,1492336.0,10+ years,Home Mortgage,Debt Consolidation,22011.88
LN-1000398,AVG4MRSVLL,152196.0,Short Term,2264192.0,4 years,Home Mortgage,Debt Consolidation,23585.46
LN-1000399,C04JH67ZAU,355168.0,Short Term,3642490.0,10+ years,Home Mortgage,Debt Consolidation,84384.51
LN-1000400,BGVR6D11N4,99999999.0,Short Term,1535200.0,4 years,Home Mortgage,Debt Consolidation,9658.84
LN-1000401,BO2NT2P0XV,429308.0,Long Term,1112298.0,10+ years,Home Mortgage,Debt Consolidation,24377.95
LN-1000402,FWX32DQI73,267256.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,48020.22
LN-1000403,5TJLF27695,115126.0,Long Term,1376759.0,10+ years,Home Mortgage,Buy a Car,12425.24
LN-1000404,8WYQI26VAT,99999999.0,Short Term,658407.0,10+ years,Rent,other,9217.85
LN-1000405,C4MKXAW9VO,260084.0,Short Term,1591098.0,4 years,Home Mortgage,Debt Consolidation,31158.86
LN-1000406,HF210IIR88,44352.0,Short Term,1340374.0,7 years,Home Mortgage,Business Loan,16888.72
LN-1000407,U929ZZRQ2Y,22132.0,Short Term,,3 years,Rent,other,6901.94
LN-1000408,EU0QG32HRX,105908.0,Short Term,,10+ years,Rent,Debt Consolidation,9264.97
LN-1000409,NKKT5VF7ZX,111628.0,Short Term,964060.0,9 years,Home Mortgage,Debt Consolidation,1815.64
LN-1000410,9IMZRPSFKW,401544.0,LT,780273.0,2 years,Own Home,other,13849.86
LN-1000411,1MN0K6MVUL,132198.0,Short Term,1008520.0,10+ years,Home Mortgage,Debt Consolidation,3193.52
LN-1000412,75RUQWAV0G,430276.0,Long Term,891841.0,< 1 year,Rent,Debt Consolidation,13228.94
LN-1000413,2ULVW61LVK,224312.0,Short Term,813637.0,4 years,Own Home,Debt Consolidation,13831.81
LN-1000414,PIPWYTVC4N,437008.0,Long Term,1415310.0,7 years,Home Mortgage,Debt Consolidation,17101.71
LN-1000415,VOE229ZRE1,65494.0,Short Term,414732.0,8 years,Home Mortgage,Debt Consolidation,6324.72
LN-1000416,61IQRXCUFI,332618.0,Short Term,1225614.0,10+ years,Home Mortgage,Debt Consolidation,16137.27
LN-1000417,BG5QCH8PBQ,,,,,,,
LN-1000418,7VMY2LUXWF,134112.0,Short Term,2104136.0,10+ years,Own Home,Home Improvements,61545.94
LN-1000419,0Q2B9MMGK1,99999999.0,Short Term,1513464.0,10+ years,Home Mortgage,Debt Consolidation,4716.94
LN-1000420,5TOD9ZGD2Z,293832.0,Short Term,1672513.0,10+ years,Home Mortgage,Debt Consolidation,21463.73
LN-1000421,CJ1UU6CZUK,99999999.0,Short Term,2426243.0,10+ years,Home Mortgage,Debt Consolidation,22847.12
LN-1000422,7ZXOLAJK2D,258632.0,Short Term,986556.0,< 1 year,Rent,Debt Consolidation,18983.09
LN-1000423,PCGSKLXJP7,259468.0,Long Term,963528.0,3 years,Home Mortgage,Debt Consolidation,11337.68
LN-1000424,K3NG9JU4YR,195668.0,Long Term,1306801.0,9 years,Rent,Buy a Car,5314.3
LN-1000425,ZTB29HM61J,39380.0,Short Term,,1 year,Home Mortgage,Debt Consolidation,4081.39
LN-1000426,AR40JKR97S,352176.0,Long Term,1140570.0,10+ years,Home Mortgage,Debt Consolidation,16823.36
LN-1000427,9525GAMYRG,437008.0,Long Term,,5 years,Home Mortgage,Debt Consolidation,30408.36
LN-1000428,02SB0VMIZN,79156.0,Short Term,1139430.0,6 years,Home Mortgage,other,4348.91
LN-1000429,A23WXI26TR,99999999.0,Short Term,1387418.0,10+ years,Home Mortgage,Home Improvements,33645.01
LN-1000430,QAFN1NLWLB,322388.0,Short Term,1392092.0,2 years,Home Mortgage,Debt Consolidation,15162.19
LN-1000431,9E2KK7QLS5,132330.0,Short Term,,10+ years,Home Mortgage,other,26452.75
LN-1000432,6WZHFPK6SZ,291258.0,Long Term,1519639.0,3 years,Home Mortgage,Debt Consolidation,30899.51
LN-1000433,FGLQ2ENE2K,108108.0,Short Term,,< 1 year,Rent,Debt Consolidation,10511.56
LN-1000434,WETM6ZUYEW,326568.0,Short Term,,8 years,Rent,Debt Consolidation,2017.99
LN-1000435,TSGWN68MJJ,109032.0,Short Term,1412327.0,3 years,Home Mortgage,other,8356.2
LN-1000436,QCU15DMNHL,466246.0,Short Term,1975012.0,10+ years,Home Mortgage,Debt Consolidation,32916.74
LN-1000437,YMYR5Z1XXE,99999999.0,Short Term,2313972.0,9 years,Home Mortgage,small_business,31817.21
LN-1000438,9RNTGAV605,180620.0,Short Term,835753.0,7 years,Rent,Debt Consolidation,13093.47
LN-1000439,NGYH5GFZ2W,755832.0,Short Term,,3 years,Rent,Debt Consolidation,38680.96
LN-1000440,F9JZARZGSN,314226.0,Long Term,,1 year,Home Mortgage,other,34959.43
LN-1000441,0WIM1C1O8B,348414.0,Short Term,1410465.0,10+ years,Home Mortgage,other,22097.38
LN-1000442,IJJ75MQZ2Y,155210.0,Short Term,861764.0,10+ years,Rent,Debt Consolidation,20825.71
LN-1000443,0IHB4VAE85,763840.0,Long Term,1809408.0,6 years,Rent,Debt Consolidation,39957.76
LN-1000444,4XUCKGCFX9,432916.0,Long Term,1177734.0,1 year,Home Mortgage,Debt Consolidation,21297.29
LN-1000445,DIXINNJ8LQ,102630.0,Short Term,643834.0,< 1 year,Home Mortgage,Debt Consolidation,18403.02
LN-1000446,543RDNON6F,644688.0,Long Term,,4 years,Home Mortgage,Debt Consolidation,27838.8
LN-1000447,XLR7FQQOHK,99999999.0,Short Term,2233488.0,6 years,Rent,Debt Consolidation,29593.64
LN-1000448,0ZU2FQW8LB,336006.0,Short Term,,10+ years,Home Mortgage,Debt Consolidation,8299.39
LN-1000449,O5BN7FL9HO,304062.0,Short Term,1781896.0,10+ years,Home Mortgage,Debt Consolidation,14121.56
LN-1000450,RAWHW9SUY4,262108.0,Short Term,924293.0,10+ years,Rent,Debt Consolidation,13171.18
LN-1000451,1YWU3D58E3,97416.0,Short Term,,,HaveMortgage,Take a Trip,8110.53
LN-1000452,NQ2L7YHTTU,266816.0,Short Term,2150762.0,3 years,Home Mortgage,Home Improvements,19894.71
LN-1000453,1SQTG5FHNE,664224.0,Long Term,3824320.0,1 year,Rent,Debt Consolidation,53221.66
LN-1000454,MKFN5L089M,435468.0,Short Term,1617166.0,8 years,Home Mortgage,Debt Consolidation,18597.39
LN-1000455,F01Z8HQDTU,449240.0,Long Term,1532521.0,10+ years,Own Home,Debt Consolidation,17113.3
LN-1000456,QF46PYSFAV,632280.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,37004.21
LN-1000457,32HC7H1Q1N,442816.0,Short Term,,3 years,Home Mortgage,Debt Consolidation,33931.34
LN-1000458,CMNMOOHXOQ,217668.0,Short Term,1246856.0,10+ years,Own Home,Debt Consolidation,22235.7
LN-1000459,SN32BG8OHC,143836.0,Short Term,687971.0,10+ years,Home Mortgage,Debt Consolidation,5434.95
LN-1000460,TH3739NPDB,87780.0,Short Term,929195.0,8 years,Own Home,Debt Consolidation,9911.54
LN-1000461,JCGNY7TLXC,174636.0,Short Term,1168804.0,10+ years,Home Mortgage,Debt Consolidation,24350.21
LN-1000462,5MZZ4J7QBQ,333432.0,Short Term,1919760.0,7 years,Rent,Debt Consolidation,24316.96
LN-1000463,W2GAUDI70P,153054.0,Long Term,1938646.0,10+ years,Home Mortgage,Debt Consolidation,4878.82
LN-1000464,45B8V42M22,,,,,,,
LN-1000465,QO19US26CP,471636.0,Short Term,,7 years,Home Mortgage,Debt Consolidation,24605.19
LN-1000466,1FORAHSJTI,402116.0,Short Term,,5 years,Own Home,Debt Consolidation,8162.21
LN-1000467,PICULRWJ0P,99999999.0,Short Term,1363345.0,10+ years,Rent,Debt Consolidation,15451.37
LN-1000468,YMJZKXFY08,297902.0,Short Term,808317.0,8 years,Home Mortgage,Business Loan,14482.56
LN-1000469,4D2LLAUH3P,582648.0,Long Term,1645039.0,2 years,Rent,Debt Consolidation,24949.85
LN-1000470,KHN1H0SUA0,393272.0,Long Term,1777754.0,2 years,Home Mortgage,Home Improvements,18814.56
LN-1000471,EK7ID36HSW,414744.0,Short Term,1164225.0,10+ years,Rent,Debt Consolidation,14746.66
LN-1000472,LF3FW6HAUS,178244.0,Short Term,1712641.0,5 years,Rent,Debt Consolidation,8406.17
LN-1000473,NF0XJ0FSF2,759770.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,13744.98
LN-1000474,LPW2NYR8M3,53636.0,Short Term,1204372.0,2 years,Home Mortgage,Home Improvements,15175.11
LN-1000475,HBYBE49BJ3,67474.0,Short Term,,7 years,Rent,Debt Consolidation,24569.09
LN-1000476,LNNZY4O6MG,295570.0,Short Term,1048268.0,4 years,Home Mortgage,Debt Consolidation,16335.44
LN-1000477,3CUURD5NHP,87736.0,Short Term,606176.0,2 years,Rent,Other,1763.01
LN-1000478,SJTGJ7RWE0,,,,,,,
LN-1000479,7HNFV6RKZD,450252.0,Short Term,2080367.0,10+ years,Home Mortgage,other,18723.36
LN-1000480,RB3XRWJGQ2,98032.0,Short Term,539600.0,< 1 year,Rent,Debt Consolidation,6475.2
LN-1000481,D1DR70CMUP,647064.0,Long Term,1955898.0,10+ years,Home Mortgage,Buy House,6796.87
LN-1000482,HR7LFZJVPX,270226.0,Short Term,1750356.0,10+ years,Rent,other,34569.55
LN-1000483,62O7KZCJU9,99999999.0,Short Term,592534.0,10+ years,Rent,Debt Consolidation,7061.16
LN-1000484,WXY7UZES7G,772398.0,Long Term,3621191.0,10+ years,Home Mortgage,Debt Consolidation,52507.26
LN-1000485,ZROKYQMA88,400180.0,Short Term,1042378.0,4 years,Rent,Debt Consolidation,17703.25
LN-1000486,GQTZCUPWIV,99999999.0,Short Term,752552.0,6 years,Home Mortgage,Home Improvements,14361.15
LN-1000487,AFVPBHPL0U,437580.0,Long Term,1100480.0,8 years,Home Mortgage,Debt Consolidation,16323.66
LN-1000488,08OPUVJNN6,99999999.0,Short Term,1455495.0,< 1 year,Home Mortgage,Home Improvements,20255.71
LN-1000489,13AC0XTQYJ,410498.0,Long Term,1083361.0,8 years,Home Mortgage,Debt Consolidation,20674.28
LN-1000490,O33TAI2S0Y,161722.0,Short Term,475323.0,2 years,Rent,Debt Consolidation,11685.0
LN-1000491,80LQA345UX,696124.0,Short Term,1945600.0,5 years,Own Home,Debt Consolidation,30318.87
LN-1000492,O7LC2FMAX7,392172.0,Long Term,1349114.0,5 years,Home Mortgage,Debt Consolidation,29006.16
LN-1000493,JSWR1DO0EJ,773938.0,Short Term,3341967.0,7 years,Rent,Debt Consolidation,21332.82
LN-1000494,P9S5E0IG95,257884.0,Long Term,,2 years,Rent,small_business,5899.88
LN-1000495,HB1A6VLY35,453134.0,Short Term,1639890.0,6 years,Rent,Debt Consolidation,22958.65
LN-1000496,F42LZQ95IJ,120450.0,Long Term,786448.0,3 years,Rent,Debt Consolidation,4666.21
LN-1000497,L4O7QDACA8,486090.0,Long Term,1049845.0,10+ years,Rent,Debt Consolidation,29570.65
LN-1000498,O0C7ZHJZMN,79046.0,Short Term,258077.0,,Rent,Debt Consolidation,2709.78
LN-1000499,TAH4A5K6HM,255420.0,Long Term,,10+ years,Home Mortgage,Debt Consolidation,2238.58
LN-1000500,7LOHEC1SH5,218372.0,Short Term,1151932.0,< 1 year,Rent,Debt Consolidation,9148.31
LN-1000501,CZ8D6EZK3R,262768.0,Long Term,1701963.0,3 years,Rent,Debt Consolidation,29642.47
LN-1000502,GT7NZQ0KWS,220858.0,Short Term,2861115.0,3 years,Home Mortgage,Debt Consolidation,46016.29
LN-1000503,PWMG15KNB3,299442.0,Long Term,978025.0,7 years,Home Mortgage,Debt Consolidation,14833.3
